"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Benito Juárez","Mexico","MX","Del Valle","Affluent walkable residential","high","19.3782922","-99.1787472","Parque Hundido","Parque Hundido, Del Valle, Benito Juárez, Mexico","ok","553248633981725384","mexico/mexico-city/del-valle","neighborhood","553248633981725384.jpg","mexico/mexico-city/del-valle.jpg","seed:mexico/mexico-city/del-valle","1.3","resolved"
"Benito Juárez","Mexico","MX","Narvarte","Dense dining cafe district","high","19.3723603","-99.1558202","Parque de los Venados","Parque de los Venados, Narvarte, Benito Juárez, Mexico","ok","553248635921598845","mexico/mexico-city/narvarte-poniente","neighborhood","553248635921598845.jpg","mexico/mexico-city/narvarte-poniente.jpg","seed:mexico/mexico-city/narvarte-poniente","0.9","resolved"
"Benito Juárez","Mexico","MX","Nápoles","Central trendy professional area","high","19.3933277","-99.1733863","Polyforum Cultural Siqueiros","Polyforum Cultural Siqueiros, Nápoles, Benito Juárez, Mexico","ok","6226547","mexico/mexico-city/napoles","city","6226547.jpg","mexico/mexico-city/napoles.jpg","seed:mexico/mexico-city/napoles","0.5","resolved"
"Benito Juárez","Mexico","MX","Mixcoac","Walkable historic central area","medium","19.3702485","-99.1887222","Plaza Mixcoac","Plaza Mixcoac, Mixcoac, Benito Juárez, Mexico","ok","553248621532630139","mexico/mexico-city/mixcoac","point_of_interest","553248621532630139.jpg","mexico/mexico-city/mixcoac.jpg","seed:mexico/mexico-city/mixcoac","0.3","resolved"
"Xico","Mexico","MX","Town Center","Main central district","low","19.453968","-96.958731","Parroquia de San Jerónimo","Parroquia de San Jerónimo, Town Center, Xico, Mexico","ok","","","","","","","","unresolved"
"Iztacalco","Mexico","MX","Town Center","Central district","low","19.3901976","-99.1213081","Parroquia de San Matías","Parroquia de San Matías, Town Center, Iztacalco, Mexico","ok","","","","","","","","unresolved"
"Mazatlán","Mexico","MX","Centro Histórico","Historic walkable tourist core","high","23.1983537","-106.4232091","Plaza Machado","Plaza Machado, Centro Histórico, Mazatlán, Mexico","ok","553248635976396017","mexico/sinaloa/mazatlan/centro-historico","neighborhood","553248635976396017.jpg","mexico/sinaloa/mazatlan/centro-historico.jpg","seed:mexico/sinaloa/mazatlan/centro-historico","0.6","resolved"
"Mazatlán","Mexico","MX","Zona Dorada","Tourist hotel dining zone","high","23.2406285","-106.4510778","Playa Gaviotas","Playa Gaviotas, Zona Dorada, Mazatlán, Mexico","ok","6004339","mexico/sinaloa/mazatlan/zona-dorada","neighborhood","6004339.jpg","mexico/sinaloa/mazatlan/zona-dorada.jpg","seed:mexico/sinaloa/mazatlan/zona-dorada","1.5","resolved"
"Mazatlán","Mexico","MX","Olas Altas","Bohemian waterfront cafe district","medium","23.1975272","-106.4268773","Plaza Olas Altas","Plaza Olas Altas, Olas Altas, Mazatlán, Mexico","ok","","","","","","","","unresolved"
"Irapuato","Mexico","MX","Centro","Historic central district","medium","20.6733453","-101.3486771","Templo del Hospital de la Purísima Concepción","Templo del Hospital de la Purísima Concepción, Centro, Irapuato, Mexico","ok","","","","","","","","unresolved"
"Nuevo Laredo","Mexico","MX","Centro","Central business district","low","27.5856066","-99.4762437","Plaza Principal de Nuevo Laredo","Plaza Principal de Nuevo Laredo, Centro, Nuevo Laredo, Mexico","ok","","","","","","","","unresolved"
"Miguel Hidalgo","Mexico","MX","Lomas de Chapultepec","Affluent residential district","high","19.4194815","-99.1894558","Parque Lomas de Chapultepec","Parque Lomas de Chapultepec, Lomas de Chapultepec, Miguel Hidalgo, Mexico","ok","6183335","mexico/mexico-city/lomas-de-chapultepec","city","6183335.jpg","mexico/mexico-city/lomas-de-chapultepec.jpg","seed:mexico/mexico-city/lomas-de-chapultepec","2.5","resolved"
"Miguel Hidalgo","Mexico","MX","Polanco","Upscale luxury dining district","high","19.4406926","-99.2047001","Museo Soumaya","Museo Soumaya, Polanco, Miguel Hidalgo, Mexico","ok","179291","mexico/mexico-city/polanco","neighborhood","179291.jpg","mexico/mexico-city/polanco.jpg","seed:mexico/mexico-city/polanco","0.6","resolved"
"Miguel Hidalgo","Mexico","MX","Anzures","Central walkable professional area","medium","19.429479","-99.19734","Parque Lincoln","Parque Lincoln, Anzures, Miguel Hidalgo, Mexico","ok","6226552","mexico/mexico-city/anzures","city","6226552.jpg","mexico/mexico-city/anzures.jpg","seed:mexico/mexico-city/anzures","2.0","resolved"
"Miguel Hidalgo","Mexico","MX","Granada","Modern business retail district","medium","19.4413546","-99.2031496","Plaza Carso","Plaza Carso, Granada, Miguel Hidalgo, Mexico","ok","553248635976008296","mexico/mexico-city/granada","neighborhood","553248635976008296.jpg","mexico/mexico-city/granada.jpg","seed:mexico/mexico-city/granada","1.1","resolved"
"Benito Juarez","Mexico","MX","Del Valle","affluent walkable residential dining district","high","19.3782922","-99.1787472","Parque Hundido","Parque Hundido, Del Valle, Benito Juarez, Mexico","ok","553248633981725384","mexico/mexico-city/del-valle","neighborhood","553248633981725384.jpg","mexico/mexico-city/del-valle.jpg","seed:mexico/mexico-city/del-valle","1.3","resolved"
"Benito Juarez","Mexico","MX","Narvarte","trendy dining cafe-rich central area","high","19.4028026","-99.1543407","Parque Delta","Parque Delta, Narvarte, Benito Juarez, Mexico","ok","553248635921598845","mexico/mexico-city/narvarte-poniente","neighborhood","553248635921598845.jpg","mexico/mexico-city/narvarte-poniente.jpg","seed:mexico/mexico-city/narvarte-poniente","0.9","resolved"
"Tapachula","Mexico","MX","Centro","central commercial district","low","14.9104871","-92.2646682","Parque Central Miguel Hidalgo","Parque Central Miguel Hidalgo, Centro, Tapachula, Mexico","ok","","","","","","","","unresolved"
"Villahermosa","Mexico","MX","Centro","central historic commercial core","medium","18.0018211","-92.9341119","Parque Museo La Venta","Parque Museo La Venta, Centro, Villahermosa, Mexico","ok","","","","","","","","unresolved"
"Villahermosa","Mexico","MX","Zona Tabasco 2000","modern commercial business hotel district","medium","18.0067856","-92.9646554","Parque Tabasco","Parque Tabasco, Zona Tabasco 2000, Villahermosa, Mexico","ok","","","","","","","","unresolved"
"Cuernavaca","Mexico","MX","Centro Historico","Historic walkable cultural center","medium","18.921278","-99.2334495","Palacio de Cortés","Palacio de Cortés, Centro Historico, Cuernavaca, Mexico","ok","","","","","","","","unresolved"
"Cuernavaca","Mexico","MX","Tlaltenango","Trendy residential dining area","low","18.9496034","-99.2450189","Parque Tlaltenango","Parque Tlaltenango, Tlaltenango, Cuernavaca, Mexico","ok","","","","","","","","unresolved"
"Tepic","Mexico","MX","Centro","Central historic commercial district","low","21.5120274","-104.8915286","Catedral de Tepic","Catedral de Tepic, Centro, Tepic, Mexico","ok","553248635921598843","mexico/nayarit/tepic/centro","neighborhood","553248635921598843.jpg","mexico/nayarit/tepic/centro.jpg","seed:mexico/nayarit/tepic/centro","0.4","resolved"
"Ciudad Victoria","Mexico","MX","Centro","historic central district","medium","23.7898826","-99.190666","Plaza Principal de Ciudad Victoria","Plaza Principal de Ciudad Victoria, Centro, Ciudad Victoria, Mexico","ok","553248635976397989","mexico/tamaulipas/ciudad-victoria/zona-centro","neighborhood","553248635976397989.jpg","mexico/tamaulipas/ciudad-victoria/zona-centro.jpg","seed:mexico/tamaulipas/ciudad-victoria/zona-centro","7.7","resolved"
"Soledad de Graciano Sánchez","Mexico","MX","Centro","central district near San Luis Potosi","low","22.1874733","-100.9369781","Parque Hidalgo","Parque Hidalgo, Centro, Soledad de Graciano Sánchez, Mexico","ok","","","","","","","","unresolved"
"Ciudad Obregón","Mexico","MX","Centro","central commercial district","medium","27.4717473","-109.9454306","Plaza de la Constitución","Plaza de la Constitución, Centro, Ciudad Obregón, Mexico","ok","","","","","","","","unresolved"
"Tampico","Mexico","MX","Zona Centro","Historic central commercial core","medium","22.2157639","-97.8577456","Plaza de Armas Tampico","Plaza de Armas, Zona Centro, Tampico, Mexico","ok","","","","","","","","unresolved"
"Tampico","Mexico","MX","Colonia Petrolera","Affluent residential district","low","22.2567716","-97.8688767","Parque de la Colonia Petrolera","Parque de la Colonia Petrolera, Colonia Petrolera, Tampico, Mexico","ok","","","","","","","","unresolved"
"Tláhuac","Mexico","MX","Centro de Tláhuac","Central historic district","low","19.2691375","-99.0044322","Parroquia de San Pedro Apostol","Parroquia de San Pedro Apostol, Centro de Tláhuac, Tláhuac, Mexico","ok","","","","","","","","unresolved"
"Uruapan","Mexico","MX","Centro Histórico","Historic center, plaza, dining","medium","19.4217856","-102.061912","Plaza Vasco de Quiroga","Plaza Vasco de Quiroga, Centro Histórico, Uruapan, Mexico","ok","","","","","","","","unresolved"
"Nicolás Romero","Mexico","MX","Centro","central commercial walkable core","low","19.623138","-99.3167238","Parque Nicolás Romero","Parque Nicolás Romero, Centro, Nicolás Romero, Mexico","ok","","","","","","","","unresolved"
"Coacalco","Mexico","MX","Centro","central commercial core","low","19.6293098","-99.1044578","Parque Municipal Coacalco","Parque Municipal, Centro, Coacalco, Mexico","ok","","","","","","","","unresolved"
"Santa Catarina","Mexico","MX","Centro","central district of city","low","25.6745417","-100.4612639","Plaza Principal Santa Catarina","Plaza Principal, Centro, Santa Catarina, Mexico","ok","","","","","","","","unresolved"
"Gómez Palacio","Mexico","MX","Centro","central commercial core","low","25.5680921","-103.4997643","Plaza de Armas Gómez Palacio","Plaza de Armas, Centro, Gómez Palacio, Mexico","ok","","","","","","","","unresolved"
"Los Mochis","Mexico","MX","Centro","central commercial core","low","25.7900944","-109.0044555","Parque Sinaloa","Parque Sinaloa, Centro, Los Mochis, Mexico","ok","","","","","","","","unresolved"
"Pachuca de Soto","Mexico","MX","Centro Histórico","historic walkable central core","medium","20.127567","-98.7318168","Reloj Monumental de Pachuca","Reloj Monumental, Centro Histórico, Pachuca de Soto, Mexico","ok","","","","","","","","unresolved"
"Oaxaca","Mexico","MX","Centro Histórico","UNESCO walkable colonial center","high","17.0608998","-96.7252465","Zócalo de Oaxaca","Zócalo, Centro Histórico, Oaxaca, Mexico","ok","","","","","","","","unresolved"
"Oaxaca","Mexico","MX","Jalatlaco","trendy artsy walkable barrio","high","17.0617092","-96.7161759","Mercado de Jalatlaco","Mercado de Jalatlaco, Jalatlaco, Oaxaca, Mexico","ok","553248635976399654","mexico/oaxaca/oaxaca/jalatlaco","neighborhood","553248635976399654.jpg","mexico/oaxaca/oaxaca/jalatlaco.jpg","seed:mexico/oaxaca/oaxaca/jalatlaco","0.5","resolved"
"Oaxaca","Mexico","MX","Reforma","upscale residential dining","medium","16.3988268","-94.4590804","Parque Reforma","Parque Reforma, Reforma, Oaxaca, Mexico","ok","553248635976007657","mexico/oaxaca/oaxaca/reforma","neighborhood","553248635976007657.jpg","mexico/oaxaca/oaxaca/reforma.jpg","seed:mexico/oaxaca/oaxaca/reforma","41.2","resolved"
"Oaxaca","Mexico","MX","Xochimilco","charming historic neighborhood","medium","19.263189","-99.1018146","Iglesia de Xochimilco","Iglesia de Xochimilco, Xochimilco, Oaxaca, Mexico","ok","553248635976397628","mexico/oaxaca/oaxaca/barrio-de-xochimilco","neighborhood","553248635976397628.jpg","mexico/oaxaca/oaxaca/barrio-de-xochimilco.jpg","seed:mexico/oaxaca/oaxaca/barrio-de-xochimilco","41.4","resolved"
"La Paz","Mexico","MX","Centro","central malecón commercial district","medium","24.1644466","-110.3143642","Plaza Constitución La Paz","Plaza Constitución, Centro, La Paz, Mexico","ok","","","","","","","","unresolved"
"La Paz","Mexico","MX","Malecón","waterfront dining tourist promenade","medium","24.1553874","-110.3227178","Malecón de La Paz","Malecón, Malecón, La Paz, Mexico","ok","553248635998074144","","","553248635998074144.jpg","","keyword:Malecón La Paz Mexico","","id_only"
"Colonia del Valle","Mexico","MX","Colonia del Valle","upscale walkable residential dining","high","19.3782922","-99.1787472","Parque Hundido Colonia del Valle","Parque Hundido, Colonia del Valle, Mexico City, Mexico","ok","6183326","mexico/mexico-city/colonia-del-valle","city","6183326.jpg","mexico/mexico-city/colonia-del-valle.jpg","seed:mexico/mexico-city/colonia-del-valle","1.2","resolved"
"Chisinau","Moldova","MD","Centru","Central walkable business district","high","47.0255079","28.8279624","Stefan cel Mare Central Park","Stefan cel Mare Central Park, Centru, Chisinau, Moldova","ok","553248635976398550","moldova/chisinau/sectorul-centru","neighborhood","553248635976398550.jpg","moldova/chisinau/sectorul-centru.jpg","seed:moldova/chisinau/sectorul-centru","0.9","resolved"
"Ulan Bator","Mongolia","MN","Chinggis Square Area","central civic and dining hub","medium","47.9190455","106.9175499","Chinggis Square","Chinggis Square, Chinggis Square Area, Ulan Bator, Mongolia","ok","","","","","","","","unresolved"
"Ulan Bator","Mongolia","MN","Sukhbaatar District","central business and cultural core","medium","47.9190455","106.9175499","Sukhbaatar Square","Sukhbaatar Square, Sukhbaatar District, Ulan Bator, Mongolia","ok","","","","","","","","unresolved"
"Casablanca","Morocco","MA","Ain Diab","Coastal upscale dining district","high","33.5960892","-7.675159","Corniche Ain Diab","Corniche Ain Diab, Ain Diab, Casablanca, Morocco","ok","553248635964998487","morocco/casablanca-settat/casablanca/ain-diab","neighborhood","553248635964998487.jpg","morocco/casablanca-settat/casablanca/ain-diab.jpg","seed:morocco/casablanca-settat/casablanca/ain-diab","0.6","resolved"
"Casablanca","Morocco","MA","Anfa","Affluent upscale residential area","high","33.5867934","-7.6568455","Royal Golf Anfa","Royal Golf Anfa, Anfa, Casablanca, Morocco","ok","553248635939576464","morocco/casablanca-settat/casablanca/anfa","neighborhood","553248635939576464.jpg","morocco/casablanca-settat/casablanca/anfa.jpg","seed:morocco/casablanca-settat/casablanca/anfa","0.6","resolved"
"Casablanca","Morocco","MA","Centre Ville","Central business core","high","33.5911054","-7.6185877","Place Mohammed V","Place Mohammed V, Centre Ville, Casablanca, Morocco","ok","","","","","","","","unresolved"
"Casablanca","Morocco","MA","Gauthier","Trendy central residential cafe","high","33.5892017","-7.6237164","Parc de la Ligue Arabe","Parc de la Ligue Arabe, Gauthier, Casablanca, Morocco","ok","3000665134","morocco/casablanca-settat/casablanca/gauthier","neighborhood","3000665134.jpg","morocco/casablanca-settat/casablanca/gauthier.jpg","seed:morocco/casablanca-settat/casablanca/gauthier","0.8","resolved"
"Casablanca","Morocco","MA","Maarif","Upscale shopping dining district","high","33.5757639","-7.7071331","Morocco Mall","Morocco Mall, Maarif, Casablanca, Morocco","ok","6256941","morocco/casablanca-settat/casablanca/maarif","city","6256941.jpg","morocco/casablanca-settat/casablanca/maarif.jpg","seed:morocco/casablanca-settat/casablanca/maarif","0.9","resolved"
"Casablanca","Morocco","MA","Habous","Historic cultural commercial district","medium","33.5779815","-7.605052","Habous Market","Habous Market, Habous, Casablanca, Morocco","ok","","","","","","","","unresolved"
"Rabat","Morocco","MA","Agdal","Modern upscale dining cafes","high","34.008468","-6.8467643","Agdal Gardens","Agdal Gardens, Agdal, Rabat, Morocco","ok","553248633981721854","morocco/rabat-sale-kenitra/rabat/agdal","neighborhood","553248633981721854.jpg","morocco/rabat-sale-kenitra/rabat/agdal.jpg","seed:morocco/rabat-sale-kenitra/rabat/agdal","0.7","resolved"
"Rabat","Morocco","MA","Hassan","Central business administrative","high","34.0240776","-6.8229168","Hassan Tower","Hassan Tower, Hassan, Rabat, Morocco","ok","6279388","morocco/rabat-sale-kenitra/rabat/quartier-hassan","city","6279388.jpg","morocco/rabat-sale-kenitra/rabat/quartier-hassan.jpg","seed:morocco/rabat-sale-kenitra/rabat/quartier-hassan","0.6","resolved"
"Rabat","Morocco","MA","Medina","Historic tourist core","high","34.0259072","-6.8364399","Medina of Rabat","Medina of Rabat, Medina, Rabat, Morocco","ok","6279319","morocco/rabat-sale-kenitra/rabat/medina-of-rabat","city","6279319.jpg","morocco/rabat-sale-kenitra/rabat/medina-of-rabat.jpg","seed:morocco/rabat-sale-kenitra/rabat/medina-of-rabat","0.0","resolved"
"Rabat","Morocco","MA","Hay Riad","Modern upscale business","medium","33.9564945","-6.8721267","Hay Riad Mosque","Hay Riad Mosque, Hay Riad, Rabat, Morocco","ok","553248633981744082","morocco/rabat-sale-kenitra/rabat/hay-riad","neighborhood","553248633981744082.jpg","morocco/rabat-sale-kenitra/rabat/hay-riad.jpg","seed:morocco/rabat-sale-kenitra/rabat/hay-riad","0.0","resolved"
"Rabat","Morocco","MA","Souissi","Affluent diplomatic residential","medium","34.0041825","-6.8344774","Royal Palace of Rabat","Royal Palace of Rabat, Souissi, Rabat, Morocco","ok","553248633981691114","morocco/rabat-sale-kenitra/rabat/souissi","neighborhood","553248633981691114.jpg","morocco/rabat-sale-kenitra/rabat/souissi.jpg","seed:morocco/rabat-sale-kenitra/rabat/souissi","2.9","resolved"
"Fes","Morocco","MA","Fes el-Bali (Medina)","Historic walkable cultural UNESCO core","high","34.0649299","-4.9733667","Al Quaraouiyine University","Al Quaraouiyine University, Fes el-Bali, Fes, Morocco","ok","6278623","morocco/fes-meknes/fes/fes-el-bali","neighborhood","6278623.jpg","morocco/fes-meknes/fes/fes-el-bali.jpg","seed:morocco/fes-meknes/fes/fes-el-bali","0.1","resolved"
"Fes","Morocco","MA","Fes el-Jdid","Historic central walkable quarter","medium","34.0601798","-4.9830669","Dar Batha Museum","Dar Batha Museum, Fes el-Jdid, Fes, Morocco","ok","6278615","morocco/fes-meknes/fes/fes-el-jdid","city","6278615.jpg","morocco/fes-meknes/fes/fes-el-jdid.jpg","seed:morocco/fes-meknes/fes/fes-el-jdid","0.6","resolved"
"Fes","Morocco","MA","Ville Nouvelle","Modern central commercial dining district","medium","34.0407704","-4.9998107","Boulevard Hassan II","Boulevard Hassan II, Ville Nouvelle, Fes, Morocco","ok","553248629814755496","morocco/fes-meknes/fes/ville-nouvelle","neighborhood","553248629814755496.jpg","morocco/fes-meknes/fes/ville-nouvelle.jpg","seed:morocco/fes-meknes/fes/ville-nouvelle","1.0","resolved"
"Tangier","Morocco","MA","Medina","Historic walkable tourist core","high","35.7882181","-5.8124362","Kasbah Museum","Kasbah Museum, Medina, Tangier, Morocco","ok","6279259","morocco/tanger-tetouan-al-hoceima/tangier/medina-of-tangier","city","6279259.jpg","morocco/tanger-tetouan-al-hoceima/tangier/medina-of-tangier.jpg","seed:morocco/tanger-tetouan-al-hoceima/tangier/medina-of-tangier","0.2","resolved"
"Tangier","Morocco","MA","Marshan","Upscale residential clifftop area","medium","35.7910118","-5.9238034","Cape Spartel Lighthouse","Cape Spartel Lighthouse, Marshan, Tangier, Morocco","ok","553248633981730538","morocco/tanger-tetouan-al-hoceima/tangier/marshan","neighborhood","553248633981730538.jpg","morocco/tanger-tetouan-al-hoceima/tangier/marshan.jpg","seed:morocco/tanger-tetouan-al-hoceima/tangier/marshan","2.8","resolved"
"Tangier","Morocco","MA","Ville Nouvelle","Central modern commercial district","medium","35.7843526","-5.8130192","Grand Socco","Grand Socco, Ville Nouvelle, Tangier, Morocco","ok","","","","","","","","unresolved"
"Marrakesh","Morocco","MA","Gueliz","modern upscale dining shopping","high","31.6259521","-7.9890491","Jemaa el-Fnaa","Jemaa el-Fnaa, Gueliz, Marrakesh, Morocco","ok","6034531","morocco/marrakech-safi/marrakech/gueliz","neighborhood","6034531.jpg","morocco/marrakech-safi/marrakech/gueliz.jpg","seed:morocco/marrakech-safi/marrakech/gueliz","5.3","resolved"
"Marrakesh","Morocco","MA","Hivernage","upscale hotels nightlife district","high","31.6219588","-7.9980245","Le Grand Casino de la Mamounia","Le Grand Casino de la Mamounia, Hivernage, Marrakesh, Morocco","ok","6130065","morocco/marrakech-safi/marrakech/hivernage","neighborhood","6130065.jpg","morocco/marrakech-safi/marrakech/hivernage.jpg","seed:morocco/marrakech-safi/marrakech/hivernage","1.4","resolved"
"Marrakesh","Morocco","MA","Medina","historic walkable cultural core","high","31.6237205","-7.9936196","Koutoubia Mosque","Koutoubia Mosque, Medina, Marrakesh, Morocco","ok","6084765","morocco/marrakech-safi/marrakech/medina","neighborhood","6084765.jpg","morocco/marrakech-safi/marrakech/medina.jpg","seed:morocco/marrakech-safi/marrakech/medina","0.9","resolved"
"Marrakesh","Morocco","MA","Kasbah","historic atmospheric tourist area","medium","31.6176474","-7.9889197","Kasbah Mosque","Kasbah Mosque, Kasbah, Marrakesh, Morocco","ok","553248633981720885","morocco/marrakech-safi/marrakech/kasbah","neighborhood","553248633981720885.jpg","morocco/marrakech-safi/marrakech/kasbah.jpg","seed:morocco/marrakech-safi/marrakech/kasbah","0.3","resolved"
"Salé","Morocco","MA","Medina of Salé","historic walkable cultural core","medium","34.0405316","-6.8272294","Great Mosque of Salé","Great Mosque of Salé, Medina of Salé, Salé, Morocco","ok","","","","","","","","unresolved"
"Agadir","Morocco","MA","Founty","Upscale beachfront resort area","medium","30.3969955","-9.5969272","Agadir Beach","Agadir Beach, Founty, Agadir, Morocco","ok","553248635976392076","morocco/souss-massa/agadir/founty","neighborhood","553248635976392076.jpg","morocco/souss-massa/agadir/founty.jpg","seed:morocco/souss-massa/agadir/founty","0.6","resolved"
"Agadir","Morocco","MA","Marina","Upscale waterfront tourist district","medium","30.4223936","-9.6176616","Agadir Marina","Agadir Marina, Marina, Agadir, Morocco","ok","","","","","","","","unresolved"
"Agadir","Morocco","MA","Talborjt","Central walkable dining district","medium","30.4197617","-9.6006252","Place Al Amal","Place Al Amal, Talborjt, Agadir, Morocco","ok","6153249","morocco/souss-massa/agadir/talborjt","neighborhood","6153249.jpg","morocco/souss-massa/agadir/talborjt.jpg","seed:morocco/souss-massa/agadir/talborjt","0.8","resolved"
"Meknes","Morocco","MA","Medina","historic walkable cultural core","medium","33.8925906","-5.5646902","Bab Mansour Gate","Bab Mansour Gate, Medina, Meknes, Morocco","ok","","","","","","","","unresolved"
"Meknes","Morocco","MA","Ville Nouvelle (Hamria)","modern commercial cafes district","medium","33.893054","-5.5654054","Place El Hedim","Place El Hedim, Ville Nouvelle (Hamria), Meknes, Morocco","ok","553248635976384304","morocco/fes-meknes/meknes/ville-nouvelle","neighborhood","553248635976384304.jpg","morocco/fes-meknes/meknes/ville-nouvelle.jpg","seed:morocco/fes-meknes/meknes/ville-nouvelle","3.0","resolved"
"Oujda","Morocco","MA","Medina (Old Town)","Historic central walkable district","medium","34.6798624","-1.910191","Oujda Medina Gate","Oujda Medina Gate, Medina (Old Town), Oujda, Morocco","ok","","","","","","","","unresolved"
"Oujda","Morocco","MA","City Center","Central business and dining","low","34.664588","-1.9137024","Place de la Liberte","Place de la Liberte, City Center, Oujda, Morocco","ok","","","","","","","","unresolved"
"Kenitra","Morocco","MA","Ville Nouvelle","central commercial business district","low","34.2635929","-6.5851204","Kenitra Central Market","Kenitra Central Market, Ville Nouvelle, Kenitra, Morocco","ok","","","","","","","","unresolved"
"Tétouan","Morocco","MA","Medina","Historic walkable old town","medium","35.5703485","-5.3661061","Tétouan Medina","Tétouan Medina, Medina, Tétouan, Morocco","ok","6279480","morocco/tanger-tetouan-al-hoceima/tetouan/medina-of-tetouan","city","6279480.jpg","morocco/tanger-tetouan-al-hoceima/tetouan/medina-of-tetouan.jpg","seed:morocco/tanger-tetouan-al-hoceima/tetouan/medina-of-tetouan","0.3","resolved"
"Tétouan","Morocco","MA","Ensanche","Spanish-era central district","low","35.5701816","-5.3742839","Plaza Primo de Rivera","Plaza Primo de Rivera, Ensanche, Tétouan, Morocco","ok","553248635976395077","morocco/tanger-tetouan-al-hoceima/tetouan/el-ensanche","city","553248635976395077.jpg","morocco/tanger-tetouan-al-hoceima/tetouan/el-ensanche.jpg","seed:morocco/tanger-tetouan-al-hoceima/tetouan/el-ensanche","0.3","resolved"
"Al Hoceïma","Morocco","MA","Centre-ville","Central downtown coastal area","low","35.2203701","-3.9142411","Al Hoceïma Central Mosque","Al Hoceïma Central Mosque, Centre-ville, Al Hoceïma, Morocco","ok","","","","","","","","unresolved"
"Temara","Morocco","MA","City Centre","Central walkable downtown","low","33.9274627","-6.9092866","Temara City Hall","Temara City Hall, City Centre, Temara, Morocco","ok","","","","","","","","unresolved"
"Safi","Morocco","MA","Medina","Historic walkable old town","low","32.2998049","-9.2398866","Safi Medina Walls","Safi Medina Walls, Medina, Safi, Morocco","ok","553248635976395351","morocco/marrakech-safi/safi/old-medina","neighborhood","553248635976395351.jpg","morocco/marrakech-safi/safi/old-medina.jpg","seed:morocco/marrakech-safi/safi/old-medina","0.1","resolved"
"Maputo","Mozambique","MZ","Baixa","Central business commercial core","medium","-25.9710715","32.5643617","Maputo Railway Station","Maputo Railway Station, Baixa, Maputo, Mozambique","ok","","","","","","","","unresolved"
"Maputo","Mozambique","MZ","Polana","Upscale residential dining district","medium","-25.969048","32.597245","Polana Beach Hotel","Polana Beach Hotel, Polana, Maputo, Mozambique","ok","553248633981687960","mozambique/maputo/polana-cimento-a","neighborhood","553248633981687960.jpg","mozambique/maputo/polana-cimento-a.jpg","seed:mozambique/maputo/polana-cimento-a","1.0","resolved"
"Maputo","Mozambique","MZ","Sommerschield","Affluent diplomatic residential area","medium","-25.9445386","32.6100598","Somershield Golf Club","Somershield Golf Club, Sommerschield, Maputo, Mozambique","ok","553248633981697942","mozambique/maputo/sommerschield","neighborhood","553248633981697942.jpg","mozambique/maputo/sommerschield.jpg","seed:mozambique/maputo/sommerschield","1.3","resolved"
"Matola","Mozambique","MZ","Matola Sede","Central commercial urban core","low","-25.8874394","32.4329333","Matola Central Market","Matola Central Market, Matola Sede, Matola, Mozambique","ok","","","","","","","","unresolved"
"Nampula","Mozambique","MZ","Central Nampula","Downtown commercial core","low","-15.1248281","39.2577264","Nampula Central Mosque","Nampula Central Mosque, Central Nampula, Nampula, Mozambique","ok","","","","","","","","unresolved"
"Tete","Mozambique","MZ","City Center","central riverside commercial core","low","-16.1547806","33.5939752","Tete Bridge","Tete Bridge, City Center, Tete, Mozambique","ok","","","","","","","","unresolved"
"Quelimane","Mozambique","MZ","City Center","central commercial core","low","-17.8748022","36.8873598","Quelimane Cathedral","Quelimane Cathedral, City Center, Quelimane, Mozambique","ok","","","","","","","","unresolved"
"Lichinga","Mozambique","MZ","Centro","central administrative core","low","-13.3023564","35.2478112","Lichinga City Hall","Lichinga City Hall, Centro, Lichinga, Mozambique","ok","","","","","","","","unresolved"
"Yangon","Myanmar","MM","Bahan","Affluent leafy embassy district","high","16.7983799","96.1450807","Bahan Park","Bahan Park, Bahan, Yangon, Myanmar","ok","3000664415","myanmar/yangon/bahan","neighborhood","3000664415.jpg","myanmar/yangon/bahan.jpg","seed:myanmar/yangon/bahan","1.4","resolved"
"Yangon","Myanmar","MM","Downtown Yangon","Historic colonial commercial core","high","16.7747891","96.158779","Sule Pagoda","Sule Pagoda, Downtown Yangon, Yangon, Myanmar","ok","553248633981701647","myanmar/yangon/yangon-downtown","neighborhood","553248633981701647.jpg","myanmar/yangon/yangon-downtown.jpg","city-aggregation:myanmar/yangon/yangon-downtown","0.9","resolved"
"Yangon","Myanmar","MM","Golden Valley","Elite residential enclave","medium","16.8090559","96.1495652","Golden Valley Golf Club","Golden Valley Golf Club, Golden Valley, Yangon, Myanmar","ok","","","","","","","","unresolved"
"Yangon","Myanmar","MM","Sanchaung","Trendy cafe and dining area","medium","16.803686","96.1361992","Sanchaung Market","Sanchaung Market, Sanchaung, Yangon, Myanmar","ok","","","","","","","","unresolved"
"Yangon","Myanmar","MM","Kamayut","University and commercial district","low","16.8331492","96.1361704","University of Yangon","University of Yangon, Kamayut, Yangon, Myanmar","ok","","","","","","","","unresolved"
"Mandalay","Myanmar","MM","City Center / Aung Nan","Central commercial dense district","low","21.9928532","96.0961414","Mandalay Palace","Mandalay Palace, City Center, Mandalay, Myanmar","ok","","","","","","","","unresolved"
