"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/mm-pakokku/city-centre","City Centre","Pakokku","","Myanmar","MM","City Centre, Pakokku, Myanmar"
"neighborhoods/mm-pathein/city-centre","City Centre","Pathein","","Myanmar","MM","City Centre, Pathein, Myanmar"
"neighborhoods/mm-pyay/city-centre","City Centre","Pyay","","Myanmar","MM","City Centre, Pyay, Myanmar"
"neighborhoods/mm-pyin-oo-lwin/city-centre","City Centre","Pyin Oo Lwin","","Myanmar","MM","City Centre, Pyin Oo Lwin, Myanmar"
"neighborhoods/mm-sittwe/city-centre","City Centre","Sittwe","","Myanmar","MM","City Centre, Sittwe, Myanmar"
"neighborhoods/mm-taunggyi/city-centre","City Centre","Taunggyi","","Myanmar","MM","City Centre, Taunggyi, Myanmar"
"neighborhoods/mm-taungoo/city-centre","City Centre","Taungoo","","Myanmar","MM","City Centre, Taungoo, Myanmar"
"neighborhoods/mm-thaton/city-centre","City Centre","Thaton","","Myanmar","MM","City Centre, Thaton, Myanmar"
"neighborhoods/mm-yangon/golden-valley","Golden Valley","Yangon","","Myanmar","MM","Golden Valley, Yangon, Myanmar"
"neighborhoods/mm-yangon/kamayut","Kamayut","Yangon","","Myanmar","MM","Kamayut, Yangon, Myanmar"
"neighborhoods/mm-yangon/sanchaung","Sanchaung","Yangon","","Myanmar","MM","Sanchaung, Yangon, Myanmar"
"neighborhoods/mm-yawnghwe/city-centre","City Centre","Yawnghwe","","Myanmar","MM","City Centre, Yawnghwe, Myanmar"
"neighborhoods/mm-yenangyaung/city-centre","City Centre","Yenangyaung","","Myanmar","MM","City Centre, Yenangyaung, Myanmar"
"neighborhoods/mn-ulan-bator/chinggis-square-area","Chinggis Square Area","Ulan Bator","","Mongolia","MN","Chinggis Square Area, Ulan Bator, Mongolia"
"neighborhoods/mn-ulan-bator/sukhbaatar-district","Sukhbaatar District","Ulan Bator","","Mongolia","MN","Sukhbaatar District, Ulan Bator, Mongolia"
"neighborhoods/mo-macau/taipa-village","Taipa Village","Macau","","Macao","MO","Taipa Village, Macau, Macao"
"neighborhoods/mr-nouadhibou/city-centre","City Centre","Nouadhibou","","Mauritania","MR","City Centre, Nouadhibou, Mauritania"
"neighborhoods/mr-nouakchott/city-center-capitale","City Center / Capitale","Nouakchott","","Mauritania","MR","City Center / Capitale, Nouakchott, Mauritania"
"neighborhoods/mr-nouakchott/tevragh-zeina","Tevragh Zeina","Nouakchott","","Mauritania","MR","Tevragh Zeina, Nouakchott, Mauritania"
"neighborhoods/mu-beau-bassin-rose-hill/city-centre","City Centre","Beau Bassin-Rose Hill","","Mauritius","MU","City Centre, Beau Bassin-Rose Hill, Mauritius"
"neighborhoods/mu-port-louis/city-centre","City Centre","Port Louis","","Mauritius","MU","City Centre, Port Louis, Mauritius"
"neighborhoods/mu-vacoas/city-centre","City Centre","Vacoas","","Mauritius","MU","City Centre, Vacoas, Mauritius"
"neighborhoods/mv-male/city-centre","City Centre","Male","","Maldives","MV","City Centre, Male, Maldives"
"neighborhoods/mw-blantyre/city-centre","City Centre","Blantyre","","Malawi","MW","City Centre, Blantyre, Malawi"
"neighborhoods/mw-blantyre/mandala","Mandala","Blantyre","","Malawi","MW","Mandala, Blantyre, Malawi"
"neighborhoods/mw-blantyre/namiwawa","Namiwawa","Blantyre","","Malawi","MW","Namiwawa, Blantyre, Malawi"
"neighborhoods/mw-lilongwe/area-43","Area 43","Lilongwe","","Malawi","MW","Area 43, Lilongwe, Malawi"
"neighborhoods/mw-lilongwe/city-centre-capital-city","City Centre / Capital City","Lilongwe","","Malawi","MW","City Centre / Capital City, Lilongwe, Malawi"
"neighborhoods/mw-lilongwe/old-town","Old Town","Lilongwe","","Malawi","MW","Old Town, Lilongwe, Malawi"
"neighborhoods/mw-mzuzu/city-centre","City Centre","Mzuzu","","Malawi","MW","City Centre, Mzuzu, Malawi"
"neighborhoods/mw-zomba/city-centre","City Centre","Zomba","","Malawi","MW","City Centre, Zomba, Malawi"
"neighborhoods/mx-acapulco-de-juarez/old-acapulco","Old Acapulco","Acapulco de Juárez","","Mexico","MX","Old Acapulco, Acapulco de Juárez, Mexico"
"neighborhoods/mx-aguascalientes/las-flores","Las Flores","Aguascalientes","","Mexico","MX","Las Flores, Aguascalientes, Mexico"
"neighborhoods/mx-apatzingan/city-centre","City Centre","Apatzingán","","Mexico","MX","City Centre, Apatzingán, Mexico"
"neighborhoods/mx-cancun/centro-el-centro","Centro (El Centro)","Cancún","","Mexico","MX","Centro (El Centro), Cancún, Mexico"
"neighborhoods/mx-celaya/city-centre","City Centre","Celaya","","Mexico","MX","City Centre, Celaya, Mexico"
"neighborhoods/mx-chetumal/city-centre","City Centre","Chetumal","","Mexico","MX","City Centre, Chetumal, Mexico"
"neighborhoods/mx-chihuahua/centro-historico","Centro Histórico","Chihuahua","","Mexico","MX","Centro Histórico, Chihuahua, Mexico"
"neighborhoods/mx-chihuahua/zona-dorada","Zona Dorada","Chihuahua","","Mexico","MX","Zona Dorada, Chihuahua, Mexico"
"neighborhoods/mx-chilpancingo/city-centre","City Centre","Chilpancingo","","Mexico","MX","City Centre, Chilpancingo, Mexico"
"neighborhoods/mx-cholula/san-pedro-cholula-centro","San Pedro Cholula Centro","Cholula","","Mexico","MX","San Pedro Cholula Centro, Cholula, Mexico"
"neighborhoods/mx-ciudad-acuna/city-centre","City Centre","Ciudad Acuña","","Mexico","MX","City Centre, Ciudad Acuña, Mexico"
"neighborhoods/mx-ciudad-apodaca/centro","Centro","Ciudad Apodaca","","Mexico","MX","Centro, Ciudad Apodaca, Mexico"
"neighborhoods/mx-ciudad-de-villa-de-alvarez/city-centre","City Centre","Ciudad de Villa de Álvarez","","Mexico","MX","City Centre, Ciudad de Villa de Álvarez, Mexico"
"neighborhoods/mx-ciudad-delicias/city-centre","City Centre","Ciudad Delicias","","Mexico","MX","City Centre, Ciudad Delicias, Mexico"
"neighborhoods/mx-ciudad-general-escobedo/centro","Centro","Ciudad General Escobedo","","Mexico","MX","Centro, Ciudad General Escobedo, Mexico"
"neighborhoods/mx-ciudad-guzman/city-centre","City Centre","Ciudad Guzmán","","Mexico","MX","City Centre, Ciudad Guzmán, Mexico"
"neighborhoods/mx-ciudad-juarez/centro","Centro","Ciudad Juárez","","Mexico","MX","Centro, Ciudad Juárez, Mexico"
"neighborhoods/mx-ciudad-juarez/zona-pronaf","Zona Pronaf","Ciudad Juárez","","Mexico","MX","Zona Pronaf, Ciudad Juárez, Mexico"
"neighborhoods/mx-ciudad-lazaro-cardenas/city-centre","City Centre","Ciudad Lázaro Cárdenas","","Mexico","MX","City Centre, Ciudad Lázaro Cárdenas, Mexico"
"neighborhoods/mx-ciudad-nezahualcoyotl/centro-zona-norte","Centro / Zona Norte","Ciudad Nezahualcoyotl","","Mexico","MX","Centro / Zona Norte, Ciudad Nezahualcoyotl, Mexico"
"neighborhoods/mx-ciudad-obregon/centro","Centro","Ciudad Obregón","","Mexico","MX","Centro, Ciudad Obregón, Mexico"
"neighborhoods/mx-ciudad-valles/city-centre","City Centre","Ciudad Valles","","Mexico","MX","City Centre, Ciudad Valles, Mexico"
"neighborhoods/mx-coatzacoalcos/city-centre","City Centre","Coatzacoalcos","","Mexico","MX","City Centre, Coatzacoalcos, Mexico"
"neighborhoods/mx-colima/city-centre","City Centre","Colima","","Mexico","MX","City Centre, Colima, Mexico"
"neighborhoods/mx-comitan/city-centre","City Centre","Comitán","","Mexico","MX","City Centre, Comitán, Mexico"
"neighborhoods/mx-cordoba/city-centre","City Centre","Córdoba","","Mexico","MX","City Centre, Córdoba, Mexico"
"neighborhoods/mx-coyoacan/centro-de-coyoacan","Centro de Coyoacán","Coyoacán","","Mexico","MX","Centro de Coyoacán, Coyoacán, Mexico"
"neighborhoods/mx-cuauhtemoc/centro-historico","Centro Histórico","Cuauhtémoc","","Mexico","MX","Centro Histórico, Cuauhtémoc, Mexico"
"neighborhoods/mx-cuautla/city-centre","City Centre","Cuautla","","Mexico","MX","City Centre, Cuautla, Mexico"
"neighborhoods/mx-cuernavaca/centro-historico","Centro Historico","Cuernavaca","","Mexico","MX","Centro Historico, Cuernavaca, Mexico"
"neighborhoods/mx-cuernavaca/tlaltenango","Tlaltenango","Cuernavaca","","Mexico","MX","Tlaltenango, Cuernavaca, Mexico"
"neighborhoods/mx-culiacan/centro","Centro","Culiacán","","Mexico","MX","Centro, Culiacán, Mexico"
"neighborhoods/mx-ensenada/avenida-lopez-mateos","Avenida López Mateos","Ensenada","","Mexico","MX","Avenida López Mateos, Ensenada, Mexico"
"neighborhoods/mx-fresnillo/city-centre","City Centre","Fresnillo","","Mexico","MX","City Centre, Fresnillo, Mexico"
"neighborhoods/mx-gomez-palacio/centro","Centro","Gómez Palacio","","Mexico","MX","Centro, Gómez Palacio, Mexico"
"neighborhoods/mx-guadalajara/andares-area","Andares Area","Guadalajara","","Mexico","MX","Andares Area, Guadalajara, Mexico"
"neighborhoods/mx-guadalajara/centro-historico","Centro Histórico","Guadalajara","","Mexico","MX","Centro Histórico, Guadalajara, Mexico"
"neighborhoods/mx-guadalajara/chapultepec","Chapultepec","Guadalajara","","Mexico","MX","Chapultepec, Guadalajara, Mexico"
"neighborhoods/mx-guadalupe/centro","Centro","Guadalupe","","Mexico","MX","Centro, Guadalupe, Mexico"
"neighborhoods/mx-gustavo-adolfo-madero/la-villa","La Villa","Gustavo Adolfo Madero","","Mexico","MX","La Villa, Gustavo Adolfo Madero, Mexico"
"neighborhoods/mx-hermosillo/centro","Centro","Hermosillo","","Mexico","MX","Centro, Hermosillo, Mexico"
"neighborhoods/mx-hermosillo/pitic","Pitic","Hermosillo","","Mexico","MX","Pitic, Hermosillo, Mexico"
"neighborhoods/mx-heroica-guaymas/city-centre","City Centre","Heroica Guaymas","","Mexico","MX","City Centre, Heroica Guaymas, Mexico"
"neighborhoods/mx-heroica-matamoros/centro","Centro","Heroica Matamoros","","Mexico","MX","Centro, Heroica Matamoros, Mexico"
"neighborhoods/mx-hidalgo-del-parral/city-centre","City Centre","Hidalgo del Parral","","Mexico","MX","City Centre, Hidalgo del Parral, Mexico"
"neighborhoods/mx-iguala-de-la-independencia/city-centre","City Centre","Iguala de la Independencia","","Mexico","MX","City Centre, Iguala de la Independencia, Mexico"
"neighborhoods/mx-irapuato/centro","Centro","Irapuato","","Mexico","MX","Centro, Irapuato, Mexico"
"neighborhoods/mx-iztacalco/town-center","Town Center","Iztacalco","","Mexico","MX","Town Center, Iztacalco, Mexico"
"neighborhoods/mx-iztapalapa/centro","Centro","Iztapalapa","","Mexico","MX","Centro, Iztapalapa, Mexico"
"neighborhoods/mx-la-paz/centro","Centro","La Paz","","Mexico","MX","Centro, La Paz, Mexico"
"neighborhoods/mx-leon-de-los-aldama/campestre","Campestre","León de los Aldama","","Mexico","MX","Campestre, León de los Aldama, Mexico"
"neighborhoods/mx-leon-de-los-aldama/centro","Centro","León de los Aldama","","Mexico","MX","Centro, León de los Aldama, Mexico"
"neighborhoods/mx-los-mochis/centro","Centro","Los Mochis","","Mexico","MX","Centro, Los Mochis, Mexico"
"neighborhoods/mx-manzanillo/city-centre","City Centre","Manzanillo","","Mexico","MX","City Centre, Manzanillo, Mexico"
"neighborhoods/mx-mazatlan/olas-altas","Olas Altas","Mazatlán","","Mexico","MX","Olas Altas, Mazatlán, Mexico"
"neighborhoods/mx-merida/centro-historico","Centro Histórico","Mérida","","Mexico","MX","Centro Histórico, Mérida, Mexico"
"neighborhoods/mx-merida/garcia-gineres","García Ginerés","Mérida","","Mexico","MX","García Ginerés, Mérida, Mexico"
"neighborhoods/mx-merida/norte-altabrisa","Norte / Altabrisa","Mérida","","Mexico","MX","Norte / Altabrisa, Mérida, Mexico"
"neighborhoods/mx-merida/santa-lucia","Santa Lucía","Mérida","","Mexico","MX","Santa Lucía, Mérida, Mexico"
"neighborhoods/mx-mexicali/centro","Centro","Mexicali","","Mexico","MX","Centro, Mexicali, Mexico"
"neighborhoods/mx-mexicali/zona-hotelera","Zona Hotelera","Mexicali","","Mexico","MX","Zona Hotelera, Mexicali, Mexico"
"neighborhoods/mx-mexico-city/centro-historico","Centro Historico","Mexico City","","Mexico","MX","Centro Historico, Mexico City, Mexico"
"neighborhoods/mx-minatitlan/city-centre","City Centre","Minatitlán","","Mexico","MX","City Centre, Minatitlán, Mexico"
"neighborhoods/mx-monclova/city-centre","City Centre","Monclova","","Mexico","MX","City Centre, Monclova, Mexico"
"neighborhoods/mx-monterrey/colonia-obispado","Colonia Obispado","Monterrey","","Mexico","MX","Colonia Obispado, Monterrey, Mexico"
"neighborhoods/mx-monterrey/del-valle","Del Valle","Monterrey","","Mexico","MX","Del Valle, Monterrey, Mexico"
"neighborhoods/mx-monterrey/valle-oriente","Valle Oriente","Monterrey","","Mexico","MX","Valle Oriente, Monterrey, Mexico"
"neighborhoods/mx-morelia/centro-historico","Centro Histórico","Morelia","","Mexico","MX","Centro Histórico, Morelia, Mexico"
"neighborhoods/mx-morelia/chapultepec-norte","Chapultepec Norte","Morelia","","Mexico","MX","Chapultepec Norte, Morelia, Mexico"
"neighborhoods/mx-naucalpan-de-juarez/naucalpan-centro","Naucalpan Centro","Naucalpan de Juárez","","Mexico","MX","Naucalpan Centro, Naucalpan de Juárez, Mexico"
"neighborhoods/mx-navojoa/city-centre","City Centre","Navojoa","","Mexico","MX","City Centre, Navojoa, Mexico"
"neighborhoods/mx-nicolas-romero/centro","Centro","Nicolás Romero","","Mexico","MX","Centro, Nicolás Romero, Mexico"
"neighborhoods/mx-nogales/city-centre","City Centre","Nogales","","Mexico","MX","City Centre, Nogales, Mexico"
"neighborhoods/mx-nuevo-laredo/centro","Centro","Nuevo Laredo","","Mexico","MX","Centro, Nuevo Laredo, Mexico"
"neighborhoods/mx-oaxaca/centro-historico","Centro Histórico","Oaxaca","","Mexico","MX","Centro Histórico, Oaxaca, Mexico"
"neighborhoods/mx-orizaba/city-centre","City Centre","Orizaba","","Mexico","MX","City Centre, Orizaba, Mexico"
"neighborhoods/mx-pachuca-de-soto/centro-historico","Centro Histórico","Pachuca de Soto","","Mexico","MX","Centro Histórico, Pachuca de Soto, Mexico"
"neighborhoods/mx-piedras-negras/city-centre","City Centre","Piedras Negras","","Mexico","MX","City Centre, Piedras Negras, Mexico"
"neighborhoods/mx-poza-rica-de-hidalgo/city-centre","City Centre","Poza Rica de Hidalgo","","Mexico","MX","City Centre, Poza Rica de Hidalgo, Mexico"
"neighborhoods/mx-puebla/centro-historico","Centro Histórico","Puebla","","Mexico","MX","Centro Histórico, Puebla, Mexico"
"neighborhoods/mx-puebla/zona-esmeralda","Zona Esmeralda","Puebla","","Mexico","MX","Zona Esmeralda, Puebla, Mexico"
"neighborhoods/mx-puerto-vallarta/zona-romantica","Zona Romántica","Puerto Vallarta","","Mexico","MX","Zona Romántica, Puerto Vallarta, Mexico"
"neighborhoods/mx-reynosa/centro","Centro","Reynosa","","Mexico","MX","Centro, Reynosa, Mexico"
"neighborhoods/mx-saltillo/centro-historico","Centro Histórico","Saltillo","","Mexico","MX","Centro Histórico, Saltillo, Mexico"
"neighborhoods/mx-saltillo/zona-campestre","Zona Campestre","Saltillo","","Mexico","MX","Zona Campestre, Saltillo, Mexico"
"neighborhoods/mx-san-cristobal-de-las-casas/centro-historico","Centro Histórico","San Cristóbal de las Casas","","Mexico","MX","Centro Histórico, San Cristóbal de las Casas, Mexico"
"neighborhoods/mx-san-jose-del-cabo/gallery-district","Gallery District","San José del Cabo","","Mexico","MX","Gallery District, San José del Cabo, Mexico"
"neighborhoods/mx-san-juan-del-rio/city-centre","City Centre","San Juan del Río","","Mexico","MX","City Centre, San Juan del Río, Mexico"
"neighborhoods/mx-san-luis-potosi/lomas","Lomas","San Luis Potosí","","Mexico","MX","Lomas, San Luis Potosí, Mexico"
"neighborhoods/mx-san-luis-rio-colorado/city-centre","City Centre","San Luis Río Colorado","","Mexico","MX","City Centre, San Luis Río Colorado, Mexico"
"neighborhoods/mx-san-miguel-de-allende/centro-historico","Centro Histórico","San Miguel de Allende","","Mexico","MX","Centro Histórico, San Miguel de Allende, Mexico"
"neighborhoods/mx-san-nicolas-de-los-garza/centro","Centro","San Nicolás de los Garza","","Mexico","MX","Centro, San Nicolás de los Garza, Mexico"
"neighborhoods/mx-santa-maria-chimalhuacan/centro","Centro","Santa María Chimalhuacán","","Mexico","MX","Centro, Santa María Chimalhuacán, Mexico"
"neighborhoods/mx-santiago-de-queretaro/milenio","Milenio","Santiago de Querétaro","","Mexico","MX","Milenio, Santiago de Querétaro, Mexico"
"neighborhoods/mx-soledad-de-graciano-sanchez/centro","Centro","Soledad de Graciano Sánchez","","Mexico","MX","Centro, Soledad de Graciano Sánchez, Mexico"
"neighborhoods/mx-tampico/colonia-petrolera","Colonia Petrolera","Tampico","","Mexico","MX","Colonia Petrolera, Tampico, Mexico"
"neighborhoods/mx-tampico/zona-centro","Zona Centro","Tampico","","Mexico","MX","Zona Centro, Tampico, Mexico"
"neighborhoods/mx-tapachula/centro","Centro","Tapachula","","Mexico","MX","Centro, Tapachula, Mexico"
"neighborhoods/mx-tehuacan/city-centre","City Centre","Tehuacán","","Mexico","MX","City Centre, Tehuacán, Mexico"
"neighborhoods/mx-teziutlan/city-centre","City Centre","Teziutlan","","Mexico","MX","City Centre, Teziutlan, Mexico"
"neighborhoods/mx-tijuana/zona-centro","Zona Centro","Tijuana","","Mexico","MX","Zona Centro, Tijuana, Mexico"
"neighborhoods/mx-tlahuac/centro-de-tlahuac","Centro de Tláhuac","Tláhuac","","Mexico","MX","Centro de Tláhuac, Tláhuac, Mexico"
"neighborhoods/mx-tlalpan/tlalpan-centro","Tlalpan Centro","Tlalpan","","Mexico","MX","Tlalpan Centro, Tlalpan, Mexico"
"neighborhoods/mx-toluca/centro-historico","Centro Histórico","Toluca","","Mexico","MX","Centro Histórico, Toluca, Mexico"
"neighborhoods/mx-tonala/centro","Centro","Tonalá","","Mexico","MX","Centro, Tonalá, Mexico"
"neighborhoods/mx-torreon/campestre-la-rosita","Campestre La Rosita","Torreón","","Mexico","MX","Campestre La Rosita, Torreón, Mexico"
"neighborhoods/mx-torreon/centro","Centro","Torreón","","Mexico","MX","Centro, Torreón, Mexico"
"neighborhoods/mx-tulancingo/city-centre","City Centre","Tulancingo","","Mexico","MX","City Centre, Tulancingo, Mexico"
"neighborhoods/mx-tuxtepec/city-centre","City Centre","Tuxtepec","","Mexico","MX","City Centre, Tuxtepec, Mexico"
"neighborhoods/mx-tuxtla/centro","Centro","Tuxtla","","Mexico","MX","Centro, Tuxtla, Mexico"
"neighborhoods/mx-tuxtla/zona-dorada","Zona Dorada","Tuxtla","","Mexico","MX","Zona Dorada, Tuxtla, Mexico"
"neighborhoods/mx-uruapan/centro-historico","Centro Histórico","Uruapan","","Mexico","MX","Centro Histórico, Uruapan, Mexico"
"neighborhoods/mx-venustiano-carranza/jamaica","Jamaica","Venustiano Carranza","","Mexico","MX","Jamaica, Venustiano Carranza, Mexico"
"neighborhoods/mx-veracruz/centro-historico","Centro Histórico","Veracruz","","Mexico","MX","Centro Histórico, Veracruz, Mexico"
"neighborhoods/mx-victoria-de-durango/centro-historico","Centro Histórico","Victoria de Durango","","Mexico","MX","Centro Histórico, Victoria de Durango, Mexico"
"neighborhoods/mx-villahermosa/centro","Centro","Villahermosa","","Mexico","MX","Centro, Villahermosa, Mexico"
"neighborhoods/mx-villahermosa/zona-tabasco-2000","Zona Tabasco 2000","Villahermosa","","Mexico","MX","Zona Tabasco 2000, Villahermosa, Mexico"
"neighborhoods/mx-xalapa-de-enriquez/centro-historico","Centro Histórico","Xalapa de Enríquez","","Mexico","MX","Centro Histórico, Xalapa de Enríquez, Mexico"
"neighborhoods/mx-xalapa-de-enriquez/zona-universitaria","Zona Universitaria","Xalapa de Enríquez","","Mexico","MX","Zona Universitaria, Xalapa de Enríquez, Mexico"
"neighborhoods/mx-xico/town-center","Town Center","Xico","","Mexico","MX","Town Center, Xico, Mexico"
"neighborhoods/mx-xochimilco/centro-de-xochimilco","Centro de Xochimilco","Xochimilco","","Mexico","MX","Centro de Xochimilco, Xochimilco, Mexico"
"neighborhoods/mx-zacatecas/city-centre","City Centre","Zacatecas","","Mexico","MX","City Centre, Zacatecas, Mexico"
"neighborhoods/mx-zamora-de-hidalgo/city-centre","City Centre","Zamora de Hidalgo","","Mexico","MX","City Centre, Zamora de Hidalgo, Mexico"
"neighborhoods/mx-zapopan/andares","Andares","Zapopan","","Mexico","MX","Andares, Zapopan, Mexico"
"neighborhoods/my-alor-setar/city-centre","City Centre","Alor Setar","","Malaysia","MY","City Centre, Alor Setar, Malaysia"
"neighborhoods/my-batu-caves/batu-caves-town","Batu Caves Town","Batu Caves","","Malaysia","MY","Batu Caves Town, Batu Caves, Malaysia"
"neighborhoods/my-batu-pahat/city-centre","City Centre","Batu Pahat","","Malaysia","MY","City Centre, Batu Pahat, Malaysia"
"neighborhoods/my-bayan-lepas/city-centre","City Centre","Bayan Lepas","","Malaysia","MY","City Centre, Bayan Lepas, Malaysia"
"neighborhoods/my-bintulu/city-centre","City Centre","Bintulu","","Malaysia","MY","City Centre, Bintulu, Malaysia"
"neighborhoods/my-bukit-mertajam/city-centre","City Centre","Bukit Mertajam","","Malaysia","MY","City Centre, Bukit Mertajam, Malaysia"
"neighborhoods/my-bukit-rahman-putra/town-centre","Town Centre","Bukit Rahman Putra","","Malaysia","MY","Town Centre, Bukit Rahman Putra, Malaysia"
"neighborhoods/my-butterworth/city-centre","City Centre","Butterworth","","Malaysia","MY","City Centre, Butterworth, Malaysia"
"neighborhoods/my-george-town/george-town-unesco-core","George Town UNESCO Core","George Town","","Malaysia","MY","George Town UNESCO Core, George Town, Malaysia"
"neighborhoods/my-ipoh/ipoh-garden","Ipoh Garden","Ipoh","","Malaysia","MY","Ipoh Garden, Ipoh, Malaysia"
"neighborhoods/my-ipoh/new-town","New Town","Ipoh","","Malaysia","MY","New Town, Ipoh, Malaysia"
"neighborhoods/my-ipoh/old-town","Old Town","Ipoh","","Malaysia","MY","Old Town, Ipoh, Malaysia"
"neighborhoods/my-johor-bahru/city-centre-bandar-jb","City Centre (Bandar JB)","Johor Bahru","","Malaysia","MY","City Centre (Bandar JB), Johor Bahru, Malaysia"
"neighborhoods/my-kampung-larkin-lama/larkin","Larkin","Kampung Larkin Lama","","Malaysia","MY","Larkin, Kampung Larkin Lama, Malaysia"
"neighborhoods/my-kampung-sungai-ara/city-centre","City Centre","Kampung Sungai Ara","","Malaysia","MY","City Centre, Kampung Sungai Ara, Malaysia"
"neighborhoods/my-kampung-sungai-glugur/city-centre","City Centre","Kampung Sungai Glugur","","Malaysia","MY","City Centre, Kampung Sungai Glugur, Malaysia"
"neighborhoods/my-kapar/town-centre","Town Centre","Kapar","","Malaysia","MY","Town Centre, Kapar, Malaysia"
"neighborhoods/my-klang/bandar-klang-town-centre","Bandar Klang (Town Centre)","Klang","","Malaysia","MY","Bandar Klang (Town Centre), Klang, Malaysia"
"neighborhoods/my-klang/bukit-tinggi","Bukit Tinggi","Klang","","Malaysia","MY","Bukit Tinggi, Klang, Malaysia"
"neighborhoods/my-kluang/city-centre","City Centre","Kluang","","Malaysia","MY","City Centre, Kluang, Malaysia"
"neighborhoods/my-kota-bharu/city-centre","City Centre","Kota Bharu","","Malaysia","MY","City Centre, Kota Bharu, Malaysia"
"neighborhoods/my-kota-damansara/encorp-strand","Encorp Strand","Kota Damansara","","Malaysia","MY","Encorp Strand, Kota Damansara, Malaysia"
"neighborhoods/my-kota-damansara/sunway-giza","Sunway Giza","Kota Damansara","","Malaysia","MY","Sunway Giza, Kota Damansara, Malaysia"
"neighborhoods/my-kota-kinabalu/gaya-street","Gaya Street","Kota Kinabalu","","Malaysia","MY","Gaya Street, Kota Kinabalu, Malaysia"
"neighborhoods/my-kota-kinabalu/kk-city-centre","KK City Centre","Kota Kinabalu","","Malaysia","MY","KK City Centre, Kota Kinabalu, Malaysia"
"neighborhoods/my-kota-kinabalu/waterfront","Waterfront","Kota Kinabalu","","Malaysia","MY","Waterfront, Kota Kinabalu, Malaysia"
"neighborhoods/my-kota-kuala-muda/town-centre","Town Centre","Kota Kuala Muda","","Malaysia","MY","Town Centre, Kota Kuala Muda, Malaysia"
"neighborhoods/my-kuala-krai/city-centre","City Centre","Kuala Krai","","Malaysia","MY","City Centre, Kuala Krai, Malaysia"
"neighborhoods/my-kuala-kubu-baharu/city-centre","City Centre","Kuala Kubu Baharu","","Malaysia","MY","City Centre, Kuala Kubu Baharu, Malaysia"
"neighborhoods/my-kuala-lumpur/bukit-bintang-trec","Bukit Bintang TREC","Kuala Lumpur","","Malaysia","MY","Bukit Bintang TREC, Kuala Lumpur, Malaysia"
"neighborhoods/my-kuala-lumpur/damansara-heights","Damansara Heights","Kuala Lumpur","","Malaysia","MY","Damansara Heights, Kuala Lumpur, Malaysia"
"neighborhoods/my-kuala-lumpur/desa-sri-hartamas","Desa Sri Hartamas","Kuala Lumpur","","Malaysia","MY","Desa Sri Hartamas, Kuala Lumpur, Malaysia"
"neighborhoods/my-kuala-lumpur/klcc","KLCC","Kuala Lumpur","","Malaysia","MY","KLCC, Kuala Lumpur, Malaysia"
"neighborhoods/my-kuala-terengganu/chinatown","Chinatown","Kuala Terengganu","","Malaysia","MY","Chinatown, Kuala Terengganu, Malaysia"
"neighborhoods/my-kuala-terengganu/city-center","City Center","Kuala Terengganu","","Malaysia","MY","City Center, Kuala Terengganu, Malaysia"
"neighborhoods/my-kuantan/town-centre","Town Centre","Kuantan","","Malaysia","MY","Town Centre, Kuantan, Malaysia"
"neighborhoods/my-kuching/old-town","Old Town","Kuching","","Malaysia","MY","Old Town, Kuching, Malaysia"
"neighborhoods/my-kuching/padungan","Padungan","Kuching","","Malaysia","MY","Padungan, Kuching, Malaysia"
"neighborhoods/my-kulim/city-centre","City Centre","Kulim","","Malaysia","MY","City Centre, Kulim, Malaysia"
"neighborhoods/my-lahad-datu/city-centre","City Centre","Lahad Datu","","Malaysia","MY","City Centre, Lahad Datu, Malaysia"
"neighborhoods/my-malacca/dutch-square","Dutch Square","Malacca","","Malaysia","MY","Dutch Square, Malacca, Malaysia"
"neighborhoods/my-malacca/jonker-street","Jonker Street","Malacca","","Malaysia","MY","Jonker Street, Malacca, Malaysia"
"neighborhoods/my-maran/city-centre","City Centre","Maran","","Malaysia","MY","City Centre, Maran, Malaysia"
"neighborhoods/my-miri/marina-bay","Marina Bay","Miri","","Malaysia","MY","Marina Bay, Miri, Malaysia"
"neighborhoods/my-miri/miri-city-centre","Miri City Centre","Miri","","Malaysia","MY","Miri City Centre, Miri, Malaysia"
"neighborhoods/my-muar/city-centre","City Centre","Muar","","Malaysia","MY","City Centre, Muar, Malaysia"
"neighborhoods/my-mukim-pulai/bukit-indah","Bukit Indah","Mukim Pulai","","Malaysia","MY","Bukit Indah, Mukim Pulai, Malaysia"
"neighborhoods/my-pasir-gudang/bandar-seri-alam","Bandar Seri Alam","Pasir Gudang","","Malaysia","MY","Bandar Seri Alam, Pasir Gudang, Malaysia"
"neighborhoods/my-pasir-puteh/city-centre","City Centre","Pasir Puteh","","Malaysia","MY","City Centre, Pasir Puteh, Malaysia"
"neighborhoods/my-paya-terubong/city-centre","City Centre","Paya Terubong","","Malaysia","MY","City Centre, Paya Terubong, Malaysia"
"neighborhoods/my-pelentong/city-center","city center","Pelentong","","Malaysia","MY","city center, Pelentong, Malaysia"
"neighborhoods/my-petaling-jaya/pj-old-town","PJ Old Town","Petaling Jaya","","Malaysia","MY","PJ Old Town, Petaling Jaya, Malaysia"
"neighborhoods/my-petaling-jaya/ss2","SS2","Petaling Jaya","","Malaysia","MY","SS2, Petaling Jaya, Malaysia"
